1,1733414711.155035,1411,-13534,-8775
2,1733414711.1555607,177,-1693,-1100
0,1733414711.1571026,63,248,133
1,1733414711.1575317,1392,-13529,-8750
2,1733414711.1579647,180,-1694,-1093
0,1733414711.1860828,49,205,135
1,1733414711.1875477,1399,-13493,-8790
2,1733414711.191003,175,-1691,-1097
0,1733414711.2469819,28,254,96
1,1733414711.256342,1400,-13547,-8744
2,1733414711.2637243,177,-1692,-1096
0,1733414711.3136766,79,231,142
1,1733414711.317739,1419,-13515,-8782
2,1733414711.326296,173,-1693,-1094
0,1733414711.3701828,4,266,115
1,1733414711.3711722,1430,-13516,-8791
2,1733414711.393322,175,-1689,-1099
0,1733414711.432346,-24,262,95
1,1733414711.4415565,1408,-13542,-8804
2,1733414711.451905,178,-1694,-1099
0,1733414711.4536881,53,234,138
1,1733414711.4543612,1416,-13541,-8746
2,1733414711.4548044,170,-1692,-1094
0,1733414711.457677,-17,278,100
1,1733414711.4582217,1413,-13535,-8792
2,1733414711.458555,176,-1689,-1099
0,1733414711.460014,5,278,104
1,1733414711.4604762,1417,-13507,-8775
2,1733414711.4609356,176,-1694,-1094
0,1733414711.4624152,128,236,154
1,1733414711.462789,1389,-13518,-8801
2,1733414711.4632041,179,-1690,-1102
0,1733414711.4645271,-17,283,94
1,1733414711.4651477,1400,-13504,-8791
2,1733414711.4654863,172,-1690,-1098
0,1733414711.467883,-22,287,98
1,1733414711.4683766,1384,-13541,-8764
2,1733414711.4691792,174,-1692,-1099
0,1733414711.4898918,51,253,132
1,1733414711.4945588,1407,-13540,-8776
2,1733414711.49894,175,-1694,-1096
0,1733414711.519862,-31,267,114
1,1733414711.52451,1424,-13521,-8784
2,1733414711.5288906,180,-1691,-1102
0,1733414711.5497816,25,247,116
1,1733414711.5544124,1410,-13508,-8760
2,1733414711.5588114,173,-1691,-1096
0,1733414711.5796561,99,270,157
1,1733414711.5842674,1432,-13538,-8782
2,1733414711.588731,175,-1694,-1100
0,1733414711.6095166,-9,300,122
1,1733414711.614409,1425,-13519,-8780
2,1733414711.6185477,177,-1687,-1098
0,1733414711.6393256,24,267,117
1,1733414711.6439877,1401,-13547,-8795
2,1733414711.648357,176,-1691,-1099
0,1733414711.6691625,94,245,138
1,1733414711.6738229,1386,-13512,-8780
2,1733414711.6782339,174,-1691,-1096
0,1733414711.6991441,-4,228,97
1,1733414711.7038164,1413,-13541,-8797
2,1733414711.7082527,176,-1685,-1099
0,1733414711.7289944,32,287,117
1,1733414711.7336457,1427,-13499,-8782
2,1733414711.7381456,177,-1693,-1093
0,1733414711.758846,39,272,120
1,1733414711.7687182,1414,-13548,-8775
2,1733414711.7718687,178,-1688,-1103
0,1733414711.8152993,-26,279,111
1,1733414711.8172526,1404,-13534,-8782
2,1733414711.8277323,176,-1690,-1096
0,1733414711.853407,81,327,117
1,1733414711.8614888,1375,-13497,-8773
2,1733414711.866512,171,-1688,-1092
0,1733414711.8900616,-14,220,88
1,1733414711.9013364,1374,-13519,-8735
2,1733414711.9038374,175,-1692,-1098
0,1733414711.9219177,77,260,115
1,1733414711.9256592,1437,-13497,-8732
2,1733414711.9383447,173,-1695,-1096
0,1733414711.95381,-37,241,107
1,1733414711.9554112,1386,-13545,-8763
2,1733414711.95629,175,-1692,-1099
0,1733414711.9695516,9,342,99
1,1733414711.9785297,1373,-13528,-8743
2,1733414711.981209,171,-1690,-1094
0,1733414711.9917338,92,199,156
1,1733414711.9921832,1386,-13560,-8783
2,1733414711.99267,175,-1694,-1097
0,1733414711.997686,-32,306,112
1,1733414712.0023615,1426,-13522,-8763
2,1733414712.006709,176,-1691,-1099
0,1733414712.0667326,55,254,141
1,1733414712.0684168,1413,-13543,-8753
2,1733414712.0806897,174,-1690,-1095
0,1733414712.0941124,26,256,110
1,1733414712.1024897,1402,-13541,-8806
2,1733414712.1115887,173,-1691,-1099
0,1733414712.1185312,46,212,102
1,1733414712.1243546,1386,-13536,-8803
2,1733414712.1285534,173,-1693,-1096
0,1733414712.1402068,42,248,116
1,1733414712.1421976,1409,-13530,-8782
2,1733414712.1512983,175,-1692,-1097
0,1733414712.1618292,9,287,100
1,1733414712.1655467,1418,-13516,-8762
2,1733414712.167367,173,-1688,-1095
0,1733414712.198812,-9,261,113
1,1733414712.2032042,1417,-13549,-8806
2,1733414712.2115574,173,-1693,-1101
0,1733414712.2407777,125,210,162
1,1733414712.2477,1391,-13528,-8776
2,1733414712.2515917,177,-1689,-1096
0,1733414712.2747324,25,272,116
1,1733414712.2919111,1409,-13514,-8769
2,1733414712.2933598,172,-1693,-1095
0,1733414712.3234384,15,317,105
1,1733414712.3260906,1401,-13523,-8744
2,1733414712.342031,180,-1691,-1096
0,1733414712.3593965,56,210,146
