0,1733761396.6875622,501,306,-9
1,1733761396.6968973,-13100,-5973,-3241
2,1733761396.698212,-1661,-869,-641
0,1733761396.7201285,78,458,901
1,1733761396.7225275,-12293,-6163,-3443
2,1733761396.753907,-1723,-994,-571
0,1733761396.8007126,-371,580,449
1,1733761396.852199,-13989,-7040,-3183
2,1733761396.8776457,-1597,-1010,-619
0,1733761397.0201995,22,411,-513
1,1733761397.0312085,-13768,-6744,-4120
2,1733761397.0404801,-1719,-938,-642
0,1733761397.1575859,420,209,-120
1,1733761397.1626735,-12706,-6333,-3318
2,1733761397.1828253,-1567,-900,-570
0,1733761397.1966095,120,511,860
1,1733761397.196771,-13675,-6203,-2978
2,1733761397.198472,-1757,-904,-560
0,1733761397.2035894,-355,702,400
1,1733761397.2052007,-14605,-7026,-3392
2,1733761397.2066374,-1654,-1028,-575
0,1733761397.2119439,-106,514,-572
1,1733761397.2133448,-13575,-7029,-3986
2,1733761397.2148387,-1742,-963,-678
0,1733761397.220711,432,462,-164
1,1733761397.2220063,-13951,-6201,-3875
2,1733761397.223924,-1602,-919,-586
0,1733761397.2292812,84,450,795
1,1733761397.2304268,-13285,-6557,-3037
2,1733761397.2317867,-1549,-934,-535
0,1733761397.2368674,-366,673,384
1,1733761397.238158,-14339,-6870,-3630
2,1733761397.2392755,-1674,-923,-598
0,1733761397.244332,-91,353,-580
1,1733761397.2459688,-13092,-7062,-3751
2,1733761397.247017,-1541,-1000,-650
0,1733761397.2524521,269,452,-133
1,1733761397.254109,-13499,-5968,-3475
2,1733761397.2574925,-1635,-847,-594
0,1733761397.2628307,69,510,853
1,1733761397.2646146,-14012,-6419,-2945
2,1733761397.26941,-1595,-953,-528
0,1733761397.2720575,-490,681,545
1,1733761397.2739367,-14249,-7262,-3534
2,1733761397.2753901,-1541,-963,-503
0,1733761397.2805889,-131,370,-568
1,1733761397.281877,-14105,-7024,-4252
2,1733761397.2829514,-1588,-880,-634
0,1733761397.290432,291,456,-261
1,1733761397.291917,-13144,-6543,-3833
2,1733761397.2953153,-1479,-884,-571
1,1733761397.3003392,-13770,-6359,-3450
0,1733761397.3007655,24,528,763
2,1733761397.3021584,-1623,-821,-553
0,1733761397.3097813,-407,673,530
1,1733761397.3105595,-15128,-7203,-3898
2,1733761397.3126075,-1531,-995,-542
0,1733761397.3190205,-196,449,-582
